['Round', 'Choice', 'Action', 'Outcome']
['Round 652', 'door2', 'switch', 'win']
['Round 653', 'door2', 'switch', 'win']
['Round 654', 'door2', 'switch', 'win']
['Round 655', 'door1', 'switch', 'win']
['Round 656', 'door3', 'switch', 'lose']
['Round 657', 'door1', 'switch', 'lose']
['Round 658', 'door3', 'switch', 'lose']
['Round 659', 'door3', 'switch', 'lose']
['Round 660', 'door1', 'switch', 'win']
['Round 661', 'door3', 'switch', 'lose']
['Round 662', 'door3', 'switch', 'win']
['Round 663', 'door2', 'switch', 'win']
['Round 664', 'door2', 'switch', 'win']
['Round 665', 'door2', 'switch', 'win']
['Round 666', 'door3', 'switch', 'win']
['Round 667', 'door2', 'switch', 'win']
['Round 668', 'door1', 'switch', 'win']
['Round 669', 'door3', 'switch', 'win']
['Round 670', 'door2', 'switch', 'win']
['Round 671', 'door3', 'switch', 'win']
['Round 672', 'door3', 'switch', 'win']
['Round 673', 'door3', 'switch', 'win']
['Round 674', 'door3', 'switch', 'win']
['Round 675', 'door3', 'switch', 'lose']
['Round 676', 'door2', 'switch', 'win']
['Round 677', 'door1', 'switch', 'win']
['Round 678', 'door3', 'switch', 'lose']
['Round 679', 'door3', 'switch', 'lose']
['Round 680', 'door2', 'switch', 'win']
['Round 681', 'door3', 'switch', 'win']
['Round 682', 'door1', 'switch', 'lose']
['Round 683', 'door3', 'switch', 'win']
['Round 684', 'door1', 'switch', 'win']
['Round 685', 'door2', 'switch', 'win']
['Round 686', 'door3', 'switch', 'win']
['Round 687', 'door2', 'switch', 'win']
['Round 688', 'door3', 'switch', 'win']
['Round 689', 'door2', 'switch', 'win']
['Round 690', 'door2', 'switch', 'win']
['Round 691', 'door2', 'switch', 'win']
['Round 692', 'door3', 'switch', 'win']
['Round 693', 'door3', 'switch', 'lose']
['Round 694', 'door2', 'switch', 'win']
['Round 695', 'door2', 'switch', 'lose']
['Round 696', 'door3', 'switch', 'win']
['Round 697', 'door1', 'switch', 'win']
['Round 698', 'door1', 'switch', 'lose']
['Round 699', 'door1', 'switch', 'win']
['Round 700', 'door1', 'switch', 'lose']
['Round 701', 'door3', 'switch', 'win']
['Round 702', 'door3', 'switch', 'win']
['Round 703', 'door1', 'switch', 'win']
['Round 704', 'door3', 'switch', 'lose']
['Round 705', 'door1', 'switch', 'lose']
['Round 706', 'door3', 'switch', 'lose']
['Round 707', 'door3', 'switch', 'win']
['Round 708', 'door2', 'switch', 'lose']
['Round 709', 'door1', 'switch', 'lose']
['Round 710', 'door1', 'switch', 'lose']
['Round 711', 'door1', 'switch', 'win']
['Round 712', 'door1', 'switch', 'win']
['Round 713', 'door1', 'switch', 'lose']
['Round 714', 'door1', 'switch', 'lose']
['Round 715', 'door3', 'switch', 'win']
['Round 716', 'door3', 'switch', 'lose']
['Round 717', 'door1', 'switch', 'win']
['Round 718', 'door2', 'switch', 'win']
['Round 719', 'door2', 'switch', 'win']
['Round 720', 'door3', 'switch', 'win']
['Round 721', 'door2', 'switch', 'win']
['Round 722', 'door3', 'switch', 'win']
['Round 723', 'door2', 'switch', 'lose']
['Round 724', 'door1', 'switch', 'lose']
['Round 725', 'door2', 'switch', 'lose']
['Round 726', 'door3', 'switch', 'win']
['Round 727', 'door2', 'switch', 'win']
['Round 728', 'door2', 'switch', 'lose']
['Round 729', 'door3', 'switch', 'win']
['Round 730', 'door3', 'switch', 'win']
['Round 731', 'door3', 'switch', 'lose']
['Round 732', 'door1', 'switch', 'lose']
['Round 733', 'door3', 'switch', 'lose']
['Round 734', 'door1', 'switch', 'win']
['Round 735', 'door3', 'switch', 'win']
['Round 736', 'door3', 'switch', 'win']
['Round 737', 'door3', 'switch', 'win']
['Round 738', 'door2', 'switch', 'win']
['Round 739', 'door3', 'switch', 'win']
['Round 740', 'door2', 'switch', 'win']
['Round 741', 'door2', 'switch', 'win']
['Round 742', 'door3', 'switch', 'win']
['Round 743', 'door2', 'switch', 'win']
['Round 744', 'door2', 'switch', 'win']
['Round 745', 'door1', 'switch', 'lose']
['Round 746', 'door3', 'switch', 'win']
['Round 747', 'door3', 'switch', 'lose']
['Round 748', 'door2', 'switch', 'win']
['Round 749', 'door3', 'switch', 'win']
['Round 750', 'door3', 'switch', 'lose']
['Round 751', 'door3', 'switch', 'win']
['Round 752', 'door3', 'switch', 'lose']
['Round 753', 'door3', 'switch', 'win']
['Round 754', 'door3', 'switch', 'lose']
['Round 755', 'door1', 'switch', 'win']
['Round 756', 'door3', 'switch', 'win']
['Round 757', 'door3', 'switch', 'lose']
['Round 758', 'door2', 'switch', 'win']
['Round 759', 'door3', 'switch', 'win']
['Round 760', 'door1', 'switch', 'win']
['Round 761', 'door3', 'switch', 'lose']
['Round 762', 'door2', 'switch', 'lose']
['Round 763', 'door2', 'switch', 'lose']
['Round 764', 'door1', 'switch', 'win']
['Round 765', 'door3', 'switch', 'lose']
['Round 766', 'door1', 'switch', 'win']
['Round 767', 'door2', 'switch', 'lose']
['Round 768', 'door3', 'switch', 'win']
['Round 769', 'door3', 'switch', 'win']
['Round 770', 'door3', 'switch', 'lose']
['Round 771', 'door2', 'switch', 'win']
['Round 772', 'door2', 'switch', 'win']
['Round 773', 'door1', 'switch', 'win']
['Round 774', 'door1', 'switch', 'win']
['Round 775', 'door2', 'switch', 'win']
['Round 776', 'door3', 'switch', 'lose']
['Round 777', 'door3', 'switch', 'win']
['Round 778', 'door1', 'switch', 'win']
['Round 779', 'door1', 'switch', 'win']
['Round 780', 'door1', 'switch', 'win']
['Round 781', 'door2', 'switch', 'win']
['Round 782', 'door3', 'switch', 'win']
['Round 783', 'door1', 'switch', 'lose']
['Round 784', 'door1', 'switch', 'win']
['Round 785', 'door1', 'switch', 'win']
['Round 786', 'door3', 'switch', 'win']
['Round 787', 'door1', 'switch', 'win']
['Round 788', 'door1', 'switch', 'win']
['Round 789', 'door2', 'switch', 'win']
['Round 790', 'door1', 'switch', 'lose']
['Round 791', 'door1', 'switch', 'win']
['Round 792', 'door2', 'switch', 'win']
['Round 793', 'door2', 'switch', 'win']
['Round 794', 'door3', 'switch', 'win']
['Round 795', 'door1', 'switch', 'win']
['Round 796', 'door2', 'switch', 'lose']
['Round 797', 'door1', 'switch', 'win']
['Round 798', 'door2', 'switch', 'win']
['Round 799', 'door2', 'switch', 'lose']
['Round 800', 'door3', 'switch', 'win']
['Round 801', 'door2', 'switch', 'win']
['Round 802', 'door3', 'switch', 'win']
['Round 803', 'door3', 'switch', 'win']
['Round 804', 'door2', 'switch', 'win']
['Round 805', 'door1', 'switch', 'win']
['Round 806', 'door3', 'switch', 'win']
['Round 807', 'door1', 'switch', 'win']
['Round 808', 'door3', 'switch', 'win']
['Round 809', 'door2', 'switch', 'win']
['Round 810', 'door1', 'switch', 'win']
['Round 811', 'door2', 'switch', 'win']
['Round 812', 'door2', 'switch', 'lose']
['Round 813', 'door2', 'switch', 'win']
['Round 814', 'door2', 'switch', 'win']
['Round 815', 'door3', 'switch', 'win']
['Round 816', 'door2', 'switch', 'win']
['Round 817', 'door1', 'switch', 'win']
['Round 818', 'door2', 'switch', 'win']
['Round 819', 'door3', 'switch', 'win']
['Round 820', 'door1', 'switch', 'lose']
['Round 821', 'door3', 'switch', 'lose']
['Round 822', 'door1', 'switch', 'win']
['Round 823', 'door3', 'switch', 'win']
['Round 824', 'door1', 'switch', 'win']
['Round 825', 'door1', 'switch', 'win']
['Round 826', 'door3', 'switch', 'win']
['Round 827', 'door2', 'switch', 'lose']
['Round 828', 'door3', 'switch', 'win']
['Round 829', 'door3', 'switch', 'win']
['Round 830', 'door2', 'switch', 'lose']
['Round 831', 'door2', 'switch', 'lose']
['Round 832', 'door2', 'switch', 'win']
['Round 833', 'door3', 'switch', 'lose']
['Round 834', 'door2', 'switch', 'lose']
['Round 835', 'door3', 'switch', 'win']
['Round 836', 'door3', 'switch', 'win']
['Round 837', 'door2', 'switch', 'lose']
['Round 838', 'door3', 'switch', 'lose']
['Round 839', 'door1', 'switch', 'lose']
['Round 840', 'door2', 'switch', 'lose']
['Round 841', 'door3', 'switch', 'win']
['Round 842', 'door2', 'switch', 'lose']
['Round 843', 'door3', 'switch', 'win']
['Round 844', 'door3', 'switch', 'lose']
['Round 845', 'door2', 'switch', 'win']
['Round 846', 'door1', 'switch', 'win']
['Round 847', 'door3', 'switch', 'lose']
['Round 848', 'door3', 'switch', 'win']
['Round 849', 'door2', 'switch', 'win']
['Round 850', 'door1', 'switch', 'lose']
['Round 851', 'door3', 'switch', 'win']
['Round 852', 'door2', 'switch', 'win']
['Round 853', 'door1', 'switch', 'win']
['Round 854', 'door2', 'switch', 'win']
['Round 855', 'door3', 'switch', 'lose']
['Round 856', 'door2', 'switch', 'win']
['Round 857', 'door1', 'switch', 'win']
['Round 858', 'door1', 'switch', 'lose']
['Round 859', 'door3', 'switch', 'win']
['Round 860', 'door2', 'switch', 'win']
['Round 861', 'door1', 'switch', 'win']
['Round 862', 'door2', 'switch', 'lose']
['Round 863', 'door1', 'switch', 'lose']
['Round 864', 'door1', 'switch', 'win']
['Round 865', 'door3', 'switch', 'win']
['Round 866', 'door2', 'switch', 'win']
['Round 867', 'door1', 'switch', 'win']
['Round 868', 'door1', 'switch', 'lose']
['Round 869', 'door1', 'switch', 'win']
['Round 870', 'door2', 'switch', 'win']
['Round 871', 'door3', 'switch', 'win']
['Round 872', 'door2', 'switch', 'win']
['Round 873', 'door3', 'switch', 'lose']
['Round 874', 'door1', 'switch', 'win']
['Round 875', 'door2', 'switch', 'win']
['Round 876', 'door2', 'switch', 'win']
['Round 877', 'door1', 'switch', 'lose']
['Round 878', 'door2', 'switch', 'lose']
['Round 879', 'door3', 'switch', 'win']
['Round 880', 'door2', 'switch', 'win']
['Round 881', 'door2', 'switch', 'lose']
['Round 882', 'door3', 'switch', 'lose']
['Round 883', 'door1', 'switch', 'lose']
['Round 884', 'door1', 'switch', 'win']
['Round 885', 'door2', 'switch', 'lose']
['Round 886', 'door3', 'switch', 'win']
['Round 887', 'door1', 'switch', 'win']
['Round 888', 'door2', 'switch', 'lose']
['Round 889', 'door3', 'switch', 'win']
['Round 890', 'door2', 'switch', 'win']
['Round 891', 'door1', 'switch', 'lose']
['Round 892', 'door3', 'switch', 'lose']
['Round 893', 'door3', 'switch', 'win']
['Round 894', 'door1', 'switch', 'lose']
['Round 895', 'door3', 'switch', 'win']
['Round 896', 'door1', 'switch', 'win']
['Round 897', 'door1', 'switch', 'win']
['Round 898', 'door2', 'switch', 'lose']
['Round 899', 'door2', 'switch', 'lose']
['Round 900', 'door3', 'switch', 'win']
['Round 901', 'door3', 'switch', 'win']
['Round 902', 'door3', 'switch', 'win']
['Round 903', 'door1', 'switch', 'win']
['Round 904', 'door3', 'switch', 'win']
['Round 905', 'door3', 'switch', 'lose']
['Round 906', 'door1', 'switch', 'lose']
['Round 907', 'door1', 'switch', 'win']
['Round 908', 'door2', 'switch', 'win']
['Round 909', 'door2', 'switch', 'lose']
['Round 910', 'door2', 'switch', 'lose']
['Round 911', 'door2', 'switch', 'win']
['Round 912', 'door2', 'switch', 'win']
['Round 913', 'door3', 'switch', 'win']
['Round 914', 'door2', 'switch', 'lose']
['Round 915', 'door2', 'switch', 'win']
['Round 916', 'door2', 'switch', 'win']
['Round 917', 'door1', 'switch', 'lose']
['Round 918', 'door2', 'switch', 'lose']
['Round 919', 'door2', 'switch', 'win']
['Round 920', 'door1', 'switch', 'win']
['Round 921', 'door2', 'switch', 'win']
['Round 922', 'door1', 'switch', 'win']
['Round 923', 'door2', 'switch', 'win']
['Round 924', 'door1', 'switch', 'lose']
['Round 925', 'door3', 'switch', 'lose']
['Round 926', 'door2', 'switch', 'win']
['Round 927', 'door2', 'switch', 'lose']
['Round 928', 'door3', 'switch', 'win']
['Round 929', 'door2', 'switch', 'lose']
['Round 930', 'door3', 'switch', 'win']
['Round 931', 'door1', 'switch', 'win']
['Round 932', 'door1', 'switch', 'win']
['Round 933', 'door1', 'switch', 'win']
['Round 934', 'door2', 'switch', 'win']
['Round 935', 'door2', 'switch', 'lose']
['Round 936', 'door2', 'switch', 'win']
['Round 937', 'door3', 'switch', 'win']
['Round 938', 'door3', 'switch', 'win']
['Round 939', 'door2', 'switch', 'win']
['Round 940', 'door1', 'switch', 'win']
['Round 941', 'door2', 'switch', 'win']
['Round 942', 'door2', 'switch', 'win']
['Round 943', 'door2', 'switch', 'win']
['Round 944', 'door3', 'switch', 'lose']
['Round 945', 'door2', 'switch', 'win']
['Round 946', 'door1', 'switch', 'win']
['Round 947', 'door2', 'switch', 'win']
['Round 948', 'door2', 'switch', 'lose']
['Round 949', 'door2', 'switch', 'win']
['Round 950', 'door3', 'switch', 'win']
['Round 951', 'door1', 'switch', 'win']
['Round 952', 'door2', 'switch', 'lose']
['Round 953', 'door1', 'switch', 'win']
['Round 954', 'door1', 'switch', 'win']
['Round 955', 'door3', 'switch', 'win']
['Round 956', 'door2', 'switch', 'lose']
['Round 957', 'door1', 'switch', 'win']
['Round 958', 'door2', 'switch', 'lose']
['Round 959', 'door2', 'switch', 'win']
['Round 960', 'door2', 'switch', 'win']
['Round 961', 'door3', 'switch', 'lose']
['Round 962', 'door1', 'switch', 'win']
['Round 963', 'door1', 'switch', 'win']
['Round 964', 'door3', 'switch', 'win']
['Round 965', 'door2', 'switch', 'win']
['Round 966', 'door2', 'switch', 'lose']
['Round 967', 'door1', 'switch', 'win']
['Round 968', 'door2', 'switch', 'lose']
['Round 969', 'door1', 'switch', 'win']
['Round 970', 'door2', 'switch', 'win']
['Round 971', 'door2', 'switch', 'win']
['Round 972', 'door1', 'switch', 'lose']
['Round 973', 'door2', 'switch', 'win']
['Round 974', 'door1', 'switch', 'win']
['Round 975', 'door2', 'switch', 'lose']
['Round 976', 'door3', 'switch', 'win']
['Round 977', 'door3', 'switch', 'win']
['Round 978', 'door3', 'switch', 'lose']
['Round 979', 'door2', 'switch', 'win']
['Round 980', 'door2', 'switch', 'win']
['Round 981', 'door3', 'switch', 'lose']
['Round 982', 'door3', 'switch', 'lose']
['Round 983', 'door2', 'switch', 'lose']
['Round 984', 'door2', 'switch', 'win']
['Round 985', 'door3', 'switch', 'win']
['Round 986', 'door1', 'switch', 'win']
['Round 987', 'door3', 'switch', 'lose']
['Round 988', 'door1', 'switch', 'win']
['Round 989', 'door1', 'switch', 'lose']
['Round 990', 'door2', 'switch', 'lose']
['Round 991', 'door3', 'switch', 'win']
['Round 992', 'door2', 'switch', 'win']
['Round 993', 'door3', 'switch', 'win']
['Round 994', 'door1', 'switch', 'lose']
['Round 995', 'door3', 'switch', 'win']
['Round 996', 'door1', 'switch', 'win']
['Round 997', 'door2', 'switch', 'lose']
['Round 998', 'door2', 'switch', 'win']
['Round 999', 'door1', 'switch', 'lose']
['Round 1000', 'door3', 'switch', 'win']

The rest were simulated quietly...

Pr(Wins with Switching 50 trials): 0.00%
Pr(Wins with Switching 100 trials): 0.00%
Pr(Wins with Switching 500 trials): 0.00%
Pr(Wins with Switching 1000 trials): 0.00%
Pr(Wins with Switching 5000 trials): 0.00%
Pr(Wins with Switching 10000 trials): 0.00%
sherwinfu@Sherwins-MacBook-Air Semester 2 Math CAT % 
